0.0	12.14	m
12.14	26.02	s
26.02	28.32	s
28.32	33.06	m
33.06	38.6	s
38.6	41.46	s
41.46	59.52	s
60.04	78.7	s
79.46000000000001	93.06	s
101.22	114.58	m
116.74000000000001	118.22	m
121.24000000000001	145.16	m
151.1	157.62	s
158.38	160.26	s
160.72	168.08	s
198.3	213.96	s
217.9	285.34000000000003	m
285.34000000000003	287.64	s
287.64	340.52	m
356.5	358.08	s
358.08	359.84000000000003	s
369.28000000000003	401.90000000000003	m
409.76	414.44	s
418.64	429.42	s
432.7	442.84000000000003	s
443.48	446.22	s
447.12	453.36	s
454.04	457.68	s
460.7	466.02	s
469.3	474.36	s
477.12	500.32	s
500.88	504.22	s
505.06	507.82	s
508.5	514.16	s
514.9	520.26	s
522.62	523.36	s
524.5600000000001	525.52	s
530.94	543.98	m
556.96	563.66	s
563.66	565.48	s
566.1	570.34	s
571.1800000000001	572.76	s
573.4	576.22	s
576.96	578.6	s
578.6	581.14	s
583.22	597.6	s
599.0600000000001	640.58	s
641.96	657.08	s
657.58	667.24	s
668.48	686.66	s
687.1800000000001	703.64	s
704.96	705.4	s
705.96	706.92	m
707.88	708.58	s
709.02	709.9	m
711.1800000000001	712.22	s
712.72	713.94	m
714.52	720.32	s
720.32	735.34	m
735.34	743.16	s
744.94	756.4	s
757.5600000000001	782.2	s
782.66	784.3000000000001	s
785.52	794.26	s
795.88	798.16	s
798.7	804.6	s
804.98	806.08	s
808.0600000000001	808.8000000000001	s
810.7	834.0	s
835.34	840.14	m
840.14	853.9	s
854.36	855.34	s
855.9200000000001	857.0	s
857.48	875.74	s
875.74	883.1	m
883.1	884.9200000000001	s
887.28	893.28	m
