0.0	25.84	s
30.560000000000002	33.72	s
59.9	60.980000000000004	s
60.980000000000004	63.04	s
63.04	66.78	s
66.78	67.84	s
76.16	79.14	s
83.98	94.76	s
94.76	97.14	s
108.5	111.74000000000001	s
123.16	125.26	s
146.06	147.78	s
153.48	158.32	s
161.3	164.24	s
164.24	166.32	s
170.44	172.16	s
172.16	173.56	s
173.56	174.68	s
177.20000000000002	186.18	s
187.88	189.38	s
189.84	197.36	s
200.96	202.42000000000002	s
202.98000000000002	204.08	s
205.86	209.70000000000002	s
210.22	211.66	s
211.66	214.22	s
215.92000000000002	218.46	s
218.46	222.66	s
222.66	224.64000000000001	s
248.96	249.74	s
249.74	254.64000000000001	s
255.34	257.3	s
258.76	261.5	s
263.42	272.7	s
272.7	274.68	s
274.68	277.32	s
279.42	281.96	s
285.6	288.36	s
288.36	292.04	s
292.04	294.48	s
294.48	296.38	s
303.76	314.86	m
342.12	347.12	s
350.12	373.46	s
428.24	429.8	s
429.8	440.90000000000003	s
444.72	446.16	s
446.16	451.42	s
468.0	478.38	m
478.38	482.54	s
482.54	521.46	m
529.08	540.36	m
546.0600000000001	574.5600000000001	m
574.5600000000001	592.02	s
592.02	595.44	s
595.44	602.08	s
602.08	603.48	s
603.48	604.4	s
604.4	608.04	s
608.04	609.76	s
609.76	613.36	s
613.36	614.96	s
621.54	623.0600000000001	s
626.08	628.84	s
631.74	633.26	s
642.98	645.14	s
645.14	649.82	s
669.9	686.86	m
699.86	703.0	s
715.0600000000001	717.0600000000001	s
766.96	769.6800000000001	s
784.72	792.2	s
817.0	845.44	m
850.5	866.02	m
867.94	899.98	m
