25.340000000000032	33.700000000000045	s
34.64999999999998	36.48000000000002	s
37.77999999999997	38.39999999999998	s
39.77999999999997	44.08000000000004	s
45.40999999999997	55.039999999999964	s
56.09000000000003	60.64999999999998	s
62.33000000000004	67.38	s
68.5	72.15999999999997	s
86.54999999999995	87.85000000000002	s
89.44000000000005	98.52999999999997	s
99.77999999999997	104.14999999999998	s
105.11000000000001	117.03999999999996	s
118.00999999999999	119.96000000000004	s
123.11000000000001	124.3599999999999	s
125.06999999999994	125.88000000000011	s
127.13000000000011	129.07999999999993	s
130.29999999999995	132.8800000000001	s
133.93000000000006	134.3800000000001	s
135.68000000000006	136.07999999999993	s
137.96000000000004	138.76	s
145.18000000000006	155.5999999999999	s
162.3599999999999	167.17000000000007	s
168.53999999999996	169.45000000000005	s
170.6300000000001	172.70000000000005	s
174.42000000000007	177.01	s
178.01	179.68000000000006	s
182.45000000000005	183.75	s
185.8800000000001	188.95000000000005	s
190.04999999999995	201.76999999999998	s
203.22000000000003	204.72000000000003	s
205.58999999999992	222.06999999999994	s
223.41000000000008	234.71000000000004	s
236.3800000000001	237.6400000000001	s
239.01	239.93000000000006	s
239.93000000000006	243.1099999999999	s
244.81999999999994	252.54999999999995	s
253.17000000000007	253.57999999999993	s
253.57999999999993	257.8900000000001	s
260.5899999999999	265.18000000000006	s
266.97	267.43000000000006	s
267.43000000000006	268.77	s
268.77	270.68000000000006	s
270.68000000000006	271.18000000000006	s
271.18000000000006	271.93000000000006	s
271.93000000000006	271.98	s
274.69000000000005	276.5999999999999	s
278.19000000000005	282.44000000000005	s
283.31999999999994	288.03999999999996	s
290.04999999999995	291.1300000000001	s
294.5799999999999	297.6400000000001	s
297.6400000000001	301.78999999999996	s
302.6099999999999	305.56999999999994	s
309.04999999999995	311.9200000000001	s
312.9200000000001	318.3900000000001	s
319.26	326.02	s
327.5999999999999	329.4000000000001	s
330.3499999999999	330.8499999999999	s
332.48	333.28	s
334.8499999999999	336.9100000000001	s
337.98	344.20000000000005	s
345.1099999999999	346.20000000000005	s
347.56999999999994	351.04999999999995	s
353.54999999999995	356.79999999999995	s
357.96000000000004	358.68000000000006	s
361.6099999999999	362.03999999999996	s
363.5	367.0	s
368.70000000000005	371.6700000000001	s
372.6700000000001	375.8900000000001	s
376.76	378.8900000000001	s
379.76	380.3900000000001	s
381.21000000000004	383.0899999999999	s
384.80999999999995	387.22	s
388.27	391.4000000000001	s
392.3499999999999	394.0999999999999	s
396.53	397.9100000000001	s
398.6099999999999	406.81999999999994	s
408.28999999999996	410.5799999999999	s
417.68000000000006	418.68000000000006	s
421.3599999999999	424.45000000000005	s
425.8800000000001	428.8299999999999	s
445.27	446.47	s
447.5999999999999	448.22	s
449.43000000000006	451.98	s
452.98	455.53	s
456.5999999999999	457.3599999999999	s
458.28	459.31999999999994	s
461.23	461.8599999999999	s
466.31999999999994	467.4200000000001	s
475.6300000000001	477.26	s
481.5	482.45000000000005	s
481.5	482.45000000000005	m
485.20000000000005	486.1300000000001	s
485.20000000000005	486.1300000000001	m
486.1300000000001	489.9200000000001	s
489.9200000000001	490.54999999999995	s
489.9200000000001	490.54999999999995	m
490.54999999999995	491.45000000000005	s
494.26	498.8399999999999	s
499.8399999999999	501.68000000000006	s
502.77	507.4000000000001	s
507.4000000000001	509.72	s
510.5999999999999	516.28	s
516.28	516.73	s
517.8599999999999	520.8599999999999	s
520.8599999999999	523.29	s
523.29	525.3599999999999	s
525.4200000000001	526.9200000000001	s
526.9200000000001	529.95	s
530.8299999999999	535.01	s
536.0799999999999	537.3299999999999	s
538.01	539.05	s
540.29	540.8199999999999	s
541.9100000000001	542.45	s
545.5699999999999	546.5699999999999	s
548.9200000000001	550.8	s
553.0799999999999	553.9300000000001	s
555.5799999999999	568.81	s
571.4000000000001	571.9000000000001	s
573.9000000000001	576.98	s
578.03	578.44	s
579.9100000000001	585.75	s
586.9200000000001	587.6700000000001	s
588.45	597.9300000000001	s
598.6800000000001	603.8199999999999	s
606.54	609.5	s
610.3800000000001	611.1300000000001	s
614.46	615.9300000000001	s
616.8900000000001	620.8900000000001	s
622.06	627.47	s
627.47	629.9000000000001	s
630.9300000000001	634.03	s
634.03	636.81	s
636.81	642.5	s
643.4100000000001	646.3199999999999	s
647.6700000000001	648.7	s
650.1700000000001	652.45	s
656.8	657.6400000000001	s
659.4300000000001	659.9300000000001	s
661.4100000000001	662.54	s
663.3599999999999	664.9200000000001	s
668.5	674.3299999999999	s
674.3299999999999	676.26	s
680.3399999999999	681.46	s
683.3900000000001	684.3900000000001	s
685.47	686.6500000000001	s
689.3499999999999	690.78	s
689.3499999999999	690.78	m
691.9000000000001	693.23	s
691.9000000000001	693.23	m
694.8499999999999	696.06	s
694.8499999999999	696.06	m
701.54	703.0	s
701.54	703.0	m
704.25	705.79	s
704.25	705.79	m
708.8299999999999	710.05	s
708.8299999999999	710.05	m
713.05	714.05	s
735.4300000000001	736.3	s
737.9300000000001	738.6400000000001	s
765.54	766.7	s
767.79	774.76	s
776.8900000000001	784.0	s
785.54	799.06	s
801.8399999999999	802.56	s
803.6800000000001	809.6500000000001	s
810.5999999999999	811.56	s
814.44	816.03	s
841.5699999999999	842.3199999999999	s
843.04	846.5	s
847.1700000000001	847.8800000000001	s
