id,Music %,Speech %,Overlap %
_7oWZq_s_Sk,38.56111111111111,60.019999999999996,19.97222222222222
_mAfwH6i90E,63.12555555555556,34.38,15.21888888888889
-5KQ66BBWC4,34.43333333333333,20.17888888888889,1.6144444444444443
-FaXLcSFjUI,89.88888888888889,15.723333333333333,11.537777777777777
-IELREHX_js,50.22222222222222,35.095555555555556,13.354444444444443
1j20qq1JyX4,78.88444444444444,61.605555555555554,48.50333333333333
2DUITARAsWQ,46.468888888888884,55.59888888888889,31.39777777777778
4ZpjKfu6Cl8,54.46333333333333,59.43888888888888,28.228888888888886
5milLu-6bWI,57.80777777777778,72.85222222222222,42.69777777777778
5YPjcdLbs5g,45.29,60.50777777777778,21.58888888888889
6d5u6FHvz7Q,78.59777777777778,48.48555555555556,36.467777777777776
8nO5FFbIAog,82.60555555555555,41.238888888888894,30.55888888888889
9bK05eBt1GM,88.06444444444445,77.77222222222223,71.51222222222222
9F2voT6QWvQ,78.67777777777778,48.282222222222224,35.199999999999996
20TAGRElvfE,47.04,57.830000000000005,24.65111111111111
26V9UzqSguo,58.97222222222223,32.754444444444445,8.88
914yZXz-iRs,54.50333333333334,49.364444444444445,25.976666666666663
a5mEmM6w_ks,88.29666666666667,68.57888888888888,61.09
Ag-pXiLrd48,49.81444444444445,40.745555555555555,18.776666666666667
AN07xQokfiE,9.45,59.187777777777775,0.4233333333333334
ax3q-RkVIt4,2.298888888888889,84.52,1.8744444444444446
AYebXQ8eUkM,88.36777777777777,63.13666666666666,56.62555555555555
B1MAUxpKaV8,51.10444444444444,64.31333333333333,30.15555555555556
b5pRYl_djbs,38.41444444444445,47.51222222222222,8.024444444444443
BCiuXAuCKAU,49.117777777777775,61.82666666666666,31.645555555555553
bhlFavrh7WU,84.05,83.01777777777778,71.52888888888889
c9pEMjPT16M,87.02,40.22666666666667,36.702222222222225
cKA-qeZuH_w,32.364444444444445,66.02333333333334,25.945555555555554
Di1MG6auDYo,86.9888888888889,62.95111111111111,53.82
Ekwy7wzLfjc,69.50666666666667,38.23666666666667,21.62777777777778
F3dPH6Xqf5M,83.55222222222223,71.04666666666667,61.26222222222222
fD6VkIRlIRI,51.51555555555556,30.386666666666667,4.878888888888889
fNcxxBjEOgw,41.02222222222222,65.5188888888889,28.455555555555556
g1wyIcLPbq0,53.471111111111114,23.346666666666664,9.342222222222222
gjdgj04FzR0,57.162222222222226,57.065555555555555,29.74
iK4Y-JKRRAc,44.477777777777774,62.19,22.152222222222225
iSlDMboCSao,48.285555555555554,34.65,10.986666666666666
J1jDc2rTJlg,81.15,44.96666666666667,36.44
J4bt4y9ShTA,18.717777777777776,54.66111111111112,10.078888888888889
j5jmjhGBW44,23.29888888888889,24.463333333333335,2.311111111111111
jgAwJ0RqmYg,97.56222222222222,47.98777777777778,46.84111111111111
Kb1fduj-jdY,21.5,78.30111111111111,7.426666666666666
l-jxh8gpxuY,42.65777777777778,68.13333333333334,27.825555555555553
l2XO3tQk8lI,25.198888888888888,67.82666666666667,13.86
Ma2hgTmveKQ,61.80555555555556,38.96222222222222,13.782222222222224
NEQ7Wpf-EtI,20.703333333333333,57.35777777777778,9.583333333333334
oD_wxyTHJ2I,38.46666666666667,43.147777777777776,17.215555555555557
P60OxWahxBQ,72.25888888888889,61.74777777777778,42.01
phrYEKv0rmw,78.88222222222223,71.11888888888889,55.285555555555554
phVLLTMzmKk,50.21,45.77888888888889,17.336666666666666
PNZQ2UJfyQE,28.384444444444444,55.34,19.053333333333335
QCLQYnt3aMo,42.71,61.44444444444444,24.665555555555553
QMwT7DFA5O4,82.06444444444443,63.09444444444444,51.98777777777778
qrkff49p4E4,17.25111111111111,55.17333333333333,9.787777777777777
qx2vAO5ofmo,52.51222222222223,52.99222222222222,20.293333333333333
rk8Xm0EAOWs,21.608888888888888,65.43333333333334,9.427777777777777
rUYsoIIE37A,36.35888888888889,76.18111111111111,23.29222222222222
rXFlJbXyZyc,20.637777777777778,64.21333333333334,8.731111111111112
skiZueh4lfY,60.40555555555556,38.364444444444445,15.047777777777776
T-Fc9ctuNVI,7.426666666666666,71.62222222222222,3.171111111111111
tghXjom3120,59.93555555555555,64.75999999999999,29.952222222222225
tjqCzVjojCo,29.387777777777778,29.075555555555553,3.787777777777778
tNpZtigMc4g,63.897777777777776,85.70555555555556,53.345555555555556
tt0t_a1EDCE,17.461111111111112,43.412222222222226,5.937777777777778
U_WzY2k8IBM,32.66555555555556,20.656666666666666,5.467777777777778
UgZFdrNT6W0,94.48555555555555,30.783333333333335,26.52111111111111
UOyyTUX5Vo4,57.044444444444444,30.50777777777778,9.774444444444445
uPJPNPbWMFk,10.002222222222223,49.62,6.577777777777778
UrsCy6qIGoo,0.8955555555555555,55.620000000000005,0.8677777777777778
uwW0ejeosmk,9.629999999999999,45.565555555555555,8.186666666666667
vfjywN5CN0Y,9.63888888888889,52.71333333333333,8.22888888888889
Vmef_8MY46w,1.5844444444444445,52.855555555555554,1.5577777777777777
WlgxRNCHQzw,3.7555555555555555,47.931111111111115,1.6877777777777776
xJmRNZVDDCY,57.64555555555556,31.85333333333333,18.226666666666667
xmqSaQPzL1E,93.17666666666666,71.85000000000001,66.94111111111111
XV_FF3WC7kA,57.85111111111111,47.93333333333333,24.366666666666667
y7ncweROe9U,32.04555555555555,57.29333333333333,10.861111111111112
yMtGmGa8KZ0,45.498888888888885,32.54,14.818888888888889
yn9WN9lsHRE,36.565555555555555,55.94,17.194444444444446
z-fsLpGHq6o,61.44555555555555,76.54222222222222,44.45777777777778
ZFQ3lF6yq_E,42.48444444444445,51.18333333333334,11.52111111111111
zR725veL-DI,26.71777777777778,69.6588888888889,15.176666666666666
HKjR70GCRPE,34.30777777777777,62.257777777777775,17.036666666666665
Hi8QeP_VPu0,43.03666666666667,58.39333333333333,17.502222222222223
HV0H6oc4Kvs,36.67,73.13666666666667,25.52777777777778
Gvp-cj3bmIY,18.034444444444446,65.48777777777778,8.034444444444444
kMy-6RtoOVU,67.12222222222223,55.42888888888889,31.764444444444447
7nHkh4sP5Ks,24.137777777777778,58.47666666666667,12.027777777777777
BY3sZmvUp-0,61.358888888888885,69.27,40.135555555555555
cWYJHb25EVs,16.685555555555556,43.89,7.5166666666666675
KHHgQ_Pe4cI,37.17444444444445,55.125555555555565,28.044444444444444
OfMdakd4bHI,1.1911111111111112,54.266666666666666,1.1777777777777778
rJKeqfTlAeY,19.515555555555554,68.02333333333334,14.424444444444445
yo-Kg2YxlZs,39.23555555555556,70.80888888888889,24.002222222222223
HymKCzQJbB8,71.91666666666666,42.46111111111111,30.25
2qQs3Y9OJX0,34.775555555555556,53.84444444444444,11.352222222222222
4gVsDd8PV9U,38.43111111111111,33.62,11.695555555555554
8aMv-ZGD4ic,95.55777777777777,80.8411111111111,77.19
053oq2xB3oU,19.075555555555557,66.69111111111111,6.211111111111111
55Ihr6uVIDA,73.71111111111112,27.18333333333333,18.026666666666667
C25wkwAMB-w,31.979999999999997,48.79555555555555,10.286666666666665
CrlfWnsS7ac,18.985555555555557,52.48444444444444,7.4077777777777785
E7JcKooKVsM,15.637777777777778,68.85222222222222,11.346666666666666
fpprSy6AzKk,54.24888888888889,54.78333333333333,34.41777777777778
IKdBLciu_-A,3.4877777777777776,42.57333333333334,1.6144444444444443
IzvOYVMltkI,42.196666666666665,73.3911111111111,30.633333333333333
JNb4nWexD0I,13.557777777777776,50.95222222222222,4.3999999999999995
jqZpiHlJUig,16.056666666666665,26.111111111111114,1.6088888888888888
Ksd1JQFHYWA,10.411111111111111,87.01666666666667,5.3566666666666665
KVq6If6ozMY,11.796666666666667,47.30777777777778,6.138888888888889
KWoSGtglCms,29.09,47.30444444444444,7.551111111111111
lDmLcWWBp1E,15.99888888888889,30.220000000000002,2.241111111111111
LgBQlW6OTr0,15.95888888888889,28.835555555555555,1.4200000000000002
lWXhqIAvarw,54.065555555555555,57.74333333333333,26.535555555555558
N0Dt9i9IUNg,24.715555555555554,38.16555555555556,2.062222222222222
N1K2bEZLL_A,2.3444444444444446,59.663333333333334,0.0
o4xQ-BEa3Ss,8.901111111111112,50.96000000000001,6.147777777777778
OGNnUvJq9RI,32.23888888888889,45.93333333333333,8.126666666666667
oq_bufAhyl8,27.96666666666667,55.62222222222222,22.45111111111111
rFgb2ECMcrY,65.05777777777779,18.436666666666667,6.024444444444445
S0tkhGJjwLA,65.78,33.297777777777775,17.31
TzaVHtLXOzY,26.04222222222222,14.401111111111112,0.13111111111111112
uNT6HrrnqPU,1.586666666666667,36.443333333333335,0.0
uzPI7FcF79U,99.90333333333334,54.952222222222225,54.85666666666666
VsYPP2I0aUQ,0.29444444444444445,82.81111111111112,0.29444444444444445
WVde9pyaHg4,8.493333333333334,16.7,1.41
hHgg9WI8dTk,82.70111111111112,61.24000000000001,54.785555555555554
U6m3kNFjdTs,30.63888888888889,57.76555555555556,6.571111111111111
5BDj0ow5hnA,17.083333333333332,78.47888888888889,11.633333333333333
2XeFK-DTSZk,25.842222222222222,31.955555555555552,8.484444444444444
9mLYmkonWZQ,29.33222222222222,25.046666666666667,0.8111111111111111
32HR3MnDZ8g,22.85111111111111,43.52333333333333,4.515555555555555
CZ2NP8UsPuE,19.63111111111111,62.007777777777775,15.215555555555554
Db19rWN5BGo,67.29777777777778,62.43777777777778,44.78777777777778
K_SpqDJnlps,17.785555555555554,54.78777777777778,5.792222222222223
O_NYCUhZ9zw,4.16,55.23111111111111,0.8933333333333333
P90hF2S1JzA,51.30111111111111,69.87333333333333,35.40333333333333
PmElx9ZVByw,2.462222222222222,57.158888888888896,0.0
Riu4ZKk4YdQ,87.44888888888889,60.18666666666667,50.79333333333334
t1LXrJOvPDg,34.55444444444444,51.74999999999999,11.976666666666667
WwoTG3_OjUg,6.023333333333333,39.47222222222222,5.0744444444444445
xO4ABy2iOQA,46.08222222222223,60.41111111111112,28.197777777777777
zC5Fh2tTS1U,74.3488888888889,72.55444444444444,50.43
_a9SWtcaNj8,38.52333333333333,39.59444444444444,8.117777777777778
2bxKkUgcqpk,100.0,49.35444444444445,49.35444444444445
0f39OWEqJ24,63.678888888888885,24.432222222222222,16.38111111111111
2fwni_Kjf2M,67.26444444444445,52.75222222222222,30.83111111111111
2PpxiG0WU18,36.99,27.657777777777774,6.3788888888888895
7YpF6DntOYw,51.27333333333334,31.513333333333332,16.18888888888889
8VZEwOCQ8bc,46.321111111111115,46.58333333333333,16.425555555555555
9Y_l9NsnYE0,4.216666666666667,64.39888888888889,3.4966666666666666
G5Yr20A5z_Q,21.68111111111111,47.17666666666667,13.564444444444446
N5UD8FGzDek,27.536666666666665,65.22666666666666,15.32111111111111
Ov0za6Xb1LM,23.646666666666665,51.565555555555555,9.94888888888889
plkJ45_-pMk,88.69333333333333,58.75111111111111,51.94333333333333
sADELCyj10I,99.89777777777778,66.17333333333333,66.07111111111111
sUVhd0YTKgw,55.717777777777776,51.64,25.27111111111111
u1ltv6r14KQ,71.21111111111111,59.02444444444445,34.46888888888889
x-6CtPWVi6E,42.04666666666667,29.67222222222222,18.284444444444446
xp67EC-Hvwk,47.42333333333333,56.62777777777778,23.88111111111111
