215.4231292517007,262.5596371882086,m
388.00544217687076,391.27074829931973,m
393.09931972789116,393.63628117913834,m
395.5374149659864,396.1469387755102,m
398.09160997732425,398.4689342403628,m
400.3265306122449,400.8780045351474,m
402.8081632653061,403.28707482993195,m
405.18820861678006,405.69614512471657,m
407.81496598639455,408.2793650793651,m
410.0498866213152,410.54331065759635,m
412.6331065759637,412.9378684807256,m
414.9986394557823,415.3904761904762,m
417.08843537414964,417.56734693877553,m
419.5120181405896,427.3342403628118,m
429.27891156462584,429.6997732426304,m
431.8185941043084,432.2249433106576,m
434.097052154195,434.57596371882084,m
436.33197278911564,436.9124716553288,m
438.87165532879817,439.39410430839,m
441.1501133786848,441.62902494331064,m
443.42857142857144,443.9074829931973,m
445.707029478458,446.25850340136054,m
448.1596371882086,448.5659863945578,m
450.0897959183674,450.6993197278912,m
452.54240362811794,453.2680272108843,m
454.93696145124716,455.415873015873,m
457.33151927437643,457.7814058956916,m
459.7551020408163,460.17596371882087,m
462.1496598639456,462.6866213151927,m
464.51519274376415,464.99410430839004,m
467.02585034013606,467.38866213151925,m
469.28979591836736,469.6380952380952,m
471.6263038548753,472.04716553287983,m
474.0934240362812,474.42721088435377,m
476.57505668934243,476.9378684807256,m
478.86802721088435,520.7655328798186,m
545.2916099773242,605.7505668934241,m
