18.126077097505668,41.73786848072562,m
99.94739229024944,100.1360544217687,m
100.15056689342404,132.15056689342404,m
227.81678004535146,227.84580498866214,m
241.51655328798185,250.8190476190476,m
251.34149659863945,254.7374149659864,m
255.88390022675736,259.2798185941043,m
260.3827664399093,266.85532879818595,m
269.72879818594106,319.07120181405895,m
498.77913832199545,522.1297052154194,m
570.9206349206349,594.6485260770975,m
758.334693877551,791.3215419501133,m
849.0231292517007,867.9909297052154,m
