61.85215419501134,65.27709750566893,m
68.87619047619047,99.99092970521542,m
100.87619047619047,101.45668934240364,m
102.1968253968254,130.52517006802722,m
131.4249433106576,131.90385487528346,m
132.6875283446712,166.2984126984127,m
167.12562358276645,167.72063492063492,m
168.4172335600907,171.26167800453516,m
172.0888888888889,172.6403628117914,m
173.49659863945578,176.3700680272109,m
177.19727891156464,177.77777777777777,m
178.53242630385486,182.7845804988662,m
197.31156462585034,281.83219954648524,m
297.44761904761907,319.70975056689343,m
336.5732426303855,455.6045351473923,m
485.18095238095236,638.3891156462585,m
