0.0,11.47936507936508,m
139.8421768707483,146.76462585034014,m
146.77913832199548,147.9111111111111,m
148.08526077097505,154.4997732426304,m
228.96326530612245,275.56281179138324,m
276.94149659863945,302.09160997732425,m
302.2077097505669,329.3170068027211,m
370.8952380952381,412.7201814058957,m
474.2240362811791,523.827664399093,m
524.6113378684807,526.4544217687074,m
589.5691609977324,590.0480725623582,m
590.7591836734694,591.847619047619,m
594.3292517006803,595.5482993197279,m
598.0589569160998,599.219954648526,m
601.7886621315192,604.4299319727891,m
605.4458049886621,606.7083900226758,m
609.146485260771,611.047619047619,m
612.8761904761905,613.9356009070294,m
616.4607709750567,617.5056689342404,m
620.1759637188209,621.2208616780046,m
623.7460317460317,624.7473922902494,m
627.4612244897959,628.5061224489796,m
631.1473922902494,634.0498866213152,m
635.0512471655329,636.0961451247166,m
638.7374149659864,640.7546485260771,m
642.5106575963719,643.5410430839003,m
646.0517006802721,647.1401360544218,m
649.7668934240363,650.81179138322,m
653.4240362811792,654.4979591836735,m
657.1827664399093,658.1551020408164,m
660.7528344671202,712.2140589569161,m
781.4385487528344,797.6054421768707,m
799.6226757369615,808.9106575963718,m
809.4040816326531,818.2857142857143,m
822.291156462585,899.8893424036281,m
