0.000000000,98.684807256,m
98.568707483,141.119274376,m
141.815873016,215.771428572,m
302.904308390,377.904761905,m
376.917913832,468.172335601,m
466.779138322,557.569160998,m
553.912018141,607.434013606,m
608.072562358,653.409523809,m
655.441269841,699.385034013,m
700.836281179,734.1569161,m
735.666213152,749.540136054,m
750.120634921,754.0680272110001,m
755.925623583,759.1764172339999,m
759.524716553,762.717460317,m
763.820408163,769.7995464850001,m
771.018594104,786.750113378,m
787.156462585,797.663492063,m
798.069841270,829.300680272,m
830.055328798,840.67845805,m
842.303854875,902.965986394,m
