0.0,1.9156462585034013,m
171.26167800453516,207.48480725623583,m
221.05396825396826,262.26938775510206,m
268.8290249433107,272.60226757369617,m
288.2031746031746,291.5845804988662,m
296.3736961451247,299.11655328798184,m
372.57868480725625,393.7959183673469,m
485.2390022675737,544.3192743764172,m
561.3133786848073,567.9455782312925,m
612.4408163265306,615.6045351473923,m
676.0344671201814,677.0938775510205,m
679.1546485260772,680.38820861678,m
713.4621315192744,721.8068027210884,m
722.6340136054422,726.5668934240363,m
727.5102040816327,746.8698412698412,m
748.5678004535148,748.6403628117914,m
748.6548752834467,785.2843537414966,m
838.9804988662131,881.3278911564626,m
882.4598639455783,884.0852607709751,m
