0.0,38.5015873015873,m
41.76689342403628,46.49795918367347,m
99.65714285714286,145.11020408163265,m
217.32426303854876,348.4299319727891,m
369.37142857142857,402.21315192743765,m
525.4240362811792,543.7532879818594,m
704.6385487528345,704.8707482993198,m
705.4222222222222,707.7587301587301,m
708.4263038548753,711.0385487528345,m
712.2721088435375,714.2748299319728,m
715.5664399092971,716.9886621315193,m
718.4253968253968,737.5528344671202,m
814.875283446712,884.8108843537415,m
886.204081632653,899.9473922902495,m
