171.68253968253967,194.62675736961452,m
224.11609977324264,244.04172335600907,m
288.08707482993196,309.4204081632653,m
310.4507936507936,311.36507936507934,m
313.62902494331064,324.1795918367347,m
330.9714285714286,342.94421768707485,m
356.91972789115647,370.3873015873016,m
380.3863945578231,392.1995464852608,m
443.7043083900227,451.65714285714284,m
474.61587301587304,506.8045351473923,m
507.6462585034014,515.7442176870749,m
561.168253968254,566.1605442176871,m
568.3519274376417,591.6444444444444,m
593.7632653061224,594.7356009070295,m
595.7369614512471,596.4335600907029,m
597.5655328798186,598.8281179138322,m
599.2780045351474,599.5972789115647,m
599.9746031746032,670.4326530612245,m
676.2956916099773,727.1038548752834,m
811.5229024943311,837.4857142857143,m
848.9650793650794,854.9442176870748,m
