0.0,13.815873015873017,m
53.75419501133787,135.22721088435375,m
248.39546485260772,281.3387755102041,m
348.54603174603176,376.14875283446713,m
388.6875283446712,438.8136054421769,m
439.3215419501134,439.3795918367347,m
493.0902494331066,511.6952380952381,m
524.7854875283447,524.8,m
525.815873015873,525.8448979591836,m
528.4281179138322,528.4571428571429,m
560.3990929705216,621.3224489795919,m
671.3469387755102,698.7609977324263,m
713.9120181405896,761.5564625850341,m
818.8662131519275,841.708843537415,m
883.2,899.9909297052154,m
