0.0	0.98776	s
4.62948	18.07891	s
27.3678	38.57234	s
46.71383	47.89116	s
53.46848	68.7737	s
55.05488	66.42902	m
71.32789	91.40227	m
71.51746	72.74467	s
73.58277	97.00952	s
102.35737	145.14014	m
127.21088	135.13288	s
149.33061	180.55964	m
169.39501	171.27075	s
181.95646	187.56372	m
190.24762	201.71156	m
215.99909	230.4263	m
248.65488	265.61633	s
267.58186	287.35692	s
289.58186	334.07075	m
293.60272	303.46032	s
306.33379	312.30023	s
342.30204	350.01451	m
352.19955	359.98186	m
386.55147	391.40045	m
393.16644	413.92925	m
424.7746	440.60862	m
449.55828	469.48299	m
460.30385	461.88027	s
481.50567	492.34104	m
499.52472	550.69841	m
548.23401	565.10567	s
566.81179	596.93333	s
624.34104	632.39274	s
631.6644	703.73061	m
644.26576	646.87982	s
649.46395	661.55646	s
664.29025	699.69977	s
703.19184	708.30023	s
715.52381	718.3873	s
722.49796	724.34376	s
730.21043	734.26122	s
743.9093	756.8	s
744.11882	757.78776	m
763.80408	773.13288	m
793.83583	799.8322	m
838.74376	859.89569	m
872.77642	893.06032	s
877.92472	893.7288	m
