0.0	26.58957	s
0.02993	6.28571	m
14.19773	19.0068	m
38.58231	50.8644	m
49.04853	54.96508	s
55.80317	144.37188	s
61.06122	67.0576	m
70.44989	104.38277	m
106.32834	199.19728	m
147.82404	187.18458	s
198.23946	224.0907	s
221.56644	240.77279	m
229.08934	259.26077	s
255.17007	261.49569	m
262.88254	420.31474	s
277.03039	289.29252	m
343.35964	349.35601	m
367.72426	373.24172	m
378.0907	385.3941	m
394.77279	399.89116	m
415.43583	439.45125	m
422.7093	427.43855	s
429.06485	474.60136	s
445.46757	457.47029	m
469.49297	489.37778	m
475.49932	479.04127	s
481.50567	493.47846	s
490.70476	501.86939	m
498.14785	517.1746	s
513.29342	524.63764	m
520.46712	549.80045	s
543.23537	595.61633	m
557.56281	560.44626	s
563.5093	565.54467	s
567.18095	650.55147	s
607.07029	611.83946	m
613.39592	641.15283	m
649.68345	667.69252	m
656.37823	663.961	s
668.29116	673.01043	s
673.70884	703.73061	m
695.83855	732.81451	s
704.59864	746.57324	m
735.14921	743.44036	s
745.99456	777.18367	s
749.91565	757.6381	m
762.14785	769.80045	m
774.53968	781.60363	m
779.41859	793.15737	s
789.78503	804.62132	m
800.78005	886.3356	s
805.84853	822.56054	m
825.29433	838.98322	m
843.40317	859.89569	m
871.91837	882.28481	m
884.15057	895.93379	m
889.27891	891.84308	s
894.04807	899.9746	s
