0.0	624.93968	m
73.07392	77.66349	s
160.92426	163.59819	s
165.43401	203.96644	s
208.21678	247.52744	s
248.98413	256.68662	s
405.84762	471.99728	s
476.96599	484.50884	s
518.47166	528.0	s
528.92789	531.961	s
533.41769	535.55283	s
596.0254	645.42313	s
631.5746	677.22086	m
649.67347	675.89388	s
678.7873	758.71565	s
682.98776	687.37778	m
693.45397	716.09252	m
739.77868	751.78141	m
757.79773	773.16281	m
767.4458	775.72698	s
777.69252	791.44127	s
792.82812	793.6263	s
793.83583	900.01451	m
862.34014	863.79683	s
880.18957	886.80454	s
